,text,is_spam
2458,"RT @army2pr: #ร่วมไว้อาลัย พลทหาร เมธา เลิศศิริ
เหยื่อคนร้ายกราดยิงที่นครราชสีมาเสียชีวิตขณะเข้าเวรคลังอาวุธ 

ญาติเตรียมนำกลับไปบำเพ็ญกุศล…",1
2459,"RT @army2pr: ""จะมองผ่านเลนส์..หรือ..มองผ่านตา..ก็ไม่มีค่าถ้าไม่มองด้วยใจ"" 💚

 กรมทหารราบที่ 8 ฝึกการเข้าตีในเวลากลางคืน และการยิงปืนในการ…",1
2460,RT @army2pr: พลเอก ณัฐพล  นาคพาณิชย์   รองผู้บัญชาการทหารบก ตรวจเยี่ยมการดำเนินงานขุดลอกสระน้ำแก้ปัญหาภัยแล้งในพื้นที่ บ้านหนองบัวเงิน หมู่…,1
2461,"RT @army2pr: มทบ.๒๑/ศบภ.มทบ.๒๑ จัดรถยนต์บรรทุกน้ำ ขนาด ๖,๐๐๐ ลิตร
พร้อมกำลังพล  ๓ นาย แจกจ่ายน้ำช่วยเหลือผู้ประสบภัยแล้ง ในพื้นที่ เทศบาลตำ…",1
2462,RT @army2pr: การเสียสละ และมีจิตสำนึกเพื่อส่วนรวม “ไม่เคยทำให้ใครลำบากใจ” จากเหตุการณ์ปล้นร้านทองที่ลพบุรี เมื่อวันที่ 9 ม.ค. 63 และได้มีกำ…,1
2463,"RT @army2pr: #กรมทหารราบที่ 23 เข้า เยี่ยมผู้ที่ได้บาดเจ็บจากเหตุกราดยิง ฯ รพ.มหาราชนครราชสีมา อ.เมือง จว.น.ม.
#กองทัพภาคที่2 https://t.co/…",1
2464,"RT @army2pr: ""จะมองผ่านเลนส์..หรือ..มองผ่านตา..ก็ไม่มีค่าถ้าไม่มองด้วยใจ"" 💚

 กรมทหารราบที่ 8 ฝึกการเข้าตีในเวลากลางคืน และการยิงปืนในการ…",1
2465,RT @army2pr: มณฑลทหารบกที่ 25 โดย โรงพยาบาลค่ายวีรวัฒน์โยธิน พร้อมด้วยทีมส่งเสริมสุขภาพและเวชกรรมป้องกัน และทีมควบคุมการติดเชื้อในโรงพยาบาล…,1
2466,"RT @army2pr: ""ช่วยพาไปลอยอังคาร""

ทหารจากกองพันพัฒนา 2 เป็นผู้แทนกองทัพภาคที่ 2 ได้จัดยานพาหนะพร้อมอำนวยความสะดวกให้กับ นาง รัตติกาล นามบุต…",1
2467,RT @army2pr: “มทบ.24 จัดกำลังพลร่วมบริจาคโลหิตในโครงการ PEA ใส่ใจทุกชีวิต บริจาคโลหิต 10 ล้านซีซี” https://t.co/aekPUBS4nX,1
2468,"RT @army2pr: #ทหารเป็นที่พึ่งของประชาชนในทุกโอกาศ 
#กองทัพภาคที่2 https://t.co/EsBCS3Bdb6",1
2469,"RT @army2pr: ""บริจาคเลือด”

กองพันทหารราบที่ 1 กรมทหารราบที่ 13 ได้จัดกำลังพล จำนวน 12 นาย ร่วมบริจาคโลหิตกับการไฟฟ้าส่วนภูมิภาค(PEA) ณ สำ…",1
2470,RT @army2pr: https://t.co/JM4SotYTm0,1
2471,"RT @army2pr: #วันทหารผ่านศึก🇹🇭 
📍มันเข้ามา เราต้าน  ทหารกล้า              
สีแดงทา  อธิปไตย  หนึ่งใช่สอง
เลือดและเนื้อ  สละ  หนุนประคอง…",1
2472,"RT @army2pr: #ทหารเป็นที่พึ่งของประชาชนในทุกโอกาศ 
#กองทัพภาคที่2 https://t.co/EsBCS3Bdb6",1
2473,RT @army2pr: การเสียสละ และมีจิตสำนึกเพื่อส่วนรวม “ไม่เคยทำให้ใครลำบากใจ” จากเหตุการณ์ปล้นร้านทองที่ลพบุรี เมื่อวันที่ 9 ม.ค. 63 และได้มีกำ…,1
2474,"RT @army2pr: ""ประกาศชมเชยผู้ที่ช่วยเหลือเจ้าหน้าที่ตำรวจจากเหตุกราดยิงโคราช""
พ.อ.พิทักษ์พล ชูศรี ผบ.ฉก.ทพ.22 มอบใบประกาศเกียรติคุณ ให้กับ อ…",1
2475,"RT @army2pr: 🇹🇭กองทัพบก..พร้อมมุ่งหน้าสผั่สวัสดิการอย่างเป็นระบบ🇹🇭
#กองทัพบก https://t.co/kG0hRTeTAf",1
2476,"RT @army2pr: “สมรรถณะที่แข็งแกร่ง พร้อมเผชิญทุกภารกิจ กองทัพบกเป็นของประชาชน”

การทดสอบร่างกายแบบใหม่ของกองทัพบก เพื่อเพิ่มประสิทธิภาพในการ…",1
2477,RT @army2pr: กองทัพบก“เดินหน้า..หยุดยาเสพติดไว้ที่ชายแดน”พร้อมกำชับให้ทุกกองทัพภาคดำเนินมาตรการสกัดกั้นตามนโยบายดังกล่าวในทุกพื้นที่ด้วยควา…,1
2478,"RT @army2pr: มทบ.๒๑/ศบภ.มทบ.๒๑ จัดรถยนต์บรรทุกน้ำ ขนาด ๖,๐๐๐ ลิตร
พร้อมกำลังพล  ๓ นาย แจกจ่ายน้ำช่วยเหลือผู้ประสบภัยแล้ง ในพื้นที่ เทศบาลตำ…",1
2479,RT @army2pr: กองทัพบก“เดินหน้า..หยุดยาเสพติดไว้ที่ชายแดน”พร้อมกำชับให้ทุกกองทัพภาคดำเนินมาตรการสกัดกั้นตามนโยบายดังกล่าวในทุกพื้นที่ด้วยควา…,1
2480,"RT @army2pr: 🇹🇭""วินั้ยทหาร""🇹🇭 วินัยเป็นเครื่องควบคุมจิตใจ
และความคิด......... 
#กองทัพภาคที่2 https://t.co/EWGVyl8rdI",1
2481,"RT @army2pr: ""ประกาศชมเชยผู้ที่ช่วยเหลือเจ้าหน้าที่ตำรวจจากเหตุกราดยิงโคราช""
พ.อ.พิทักษ์พล ชูศรี ผบ.ฉก.ทพ.22 มอบใบประกาศเกียรติคุณ ให้กับ อ…",1
2482,"RT @army2pr: ทหารกองทัพภาคที่ 2 บรรพชาหน้าไฟ 30 รูป อุทิศส่วนกุศลให้ผู้วายชนม์”
 #กองทัพภาคที่2 https://t.co/v6ecsuRDO1",1
2483,"RT @army2pr: ข้ามแดนนครพนมปลอดภัย หมอทหารใส่ใจเฝ้าระวังโคโรน่าไวรัส ณ ด่านพรมแดนสะพานมิตรภาพไทย-ลาว แห่งที่ 3 จ.นครพนม 
#กองทัพภาคที่2 http…",1
2484,RT @army2pr: https://t.co/JM4SotYTm0,1
2485,"RT @army2pr: ไม่ว่าเหตุการณ์ใด เราจะไม่ทิ้งใครไว้ข้างหลัง

#กองทัพบกเพื่อชาติศาสน์กษัตริย์และประชาชน
#RoyalThaiArmy
#กองทัพบก https://t.co/…",1
2486,"RT @army2pr: #กรมทหารราบที่ 23 เข้า เยี่ยมผู้ที่ได้บาดเจ็บจากเหตุกราดยิง ฯ รพ.มหาราชนครราชสีมา อ.เมือง จว.น.ม.
#กองทัพภาคที่2 https://t.co/…",1
2487,"RT @army2pr: ข้ามแดนนครพนมปลอดภัย หมอทหารใส่ใจเฝ้าระวังโคโรน่าไวรัส ณ ด่านพรมแดนสะพานมิตรภาพไทย-ลาว แห่งที่ 3 จ.นครพนม 
#กองทัพภาคที่2 http…",1
2488,"RT @army2pr: ""บริจาคเลือด”

กองพันทหารราบที่ 1 กรมทหารราบที่ 13 ได้จัดกำลังพล จำนวน 12 นาย ร่วมบริจาคโลหิตกับการไฟฟ้าส่วนภูมิภาค(PEA) ณ สำ…",1
2489,RT @army2pr: มณฑลทหารบกที่ 25 โดย โรงพยาบาลค่ายวีรวัฒน์โยธิน พร้อมด้วยทีมส่งเสริมสุขภาพและเวชกรรมป้องกัน และทีมควบคุมการติดเชื้อในโรงพยาบาล…,1
2490,"RT @army2pr: ""บริจาคเลือด”

กองพันทหารราบที่ 1 กรมทหารราบที่ 13 ได้จัดกำลังพล จำนวน 12 นาย ร่วมบริจาคโลหิตกับการไฟฟ้าส่วนภูมิภาค(PEA) ณ สำ…",1
2491,"RT @army2pr: กองกำลังสุรศักดิ์มนตรี ตรวจยึดกัญชาแห้งอัดแท่ง 1,000 กิโลกรัม ในพื้นที่ จ.นครพนม
🇹🇭
#กองทัพภาคที่2 
#กองทัพบก https://t.co/b3k…",1
2492,"RT @army2pr: “ทหารช่างขุดเจาะบ่อบาดาลช่วยภัยแล้ง ใน จ.บุรีรัมย์”
ชุดทหารช่างขุดเจาะบาดาล โดยกองพลพัฒนาที่ 2 ดำเนินการขุดเจาะบ่อบาดาล เพื่อแ…",1
2493,RT @army2pr: #กองทัพบก https://t.co/0XwJEHybPO,1
2494,"RT @army2pr: #ทหารเป็นที่พึ่งของประชาชนในทุกโอกาศ 
#กองทัพภาคที่2 https://t.co/EsBCS3Bdb6",1
2495,RT @army2pr: 🇹🇭🤝🇺🇸#เริ่มแล้วหนุมานการ์เดียน2020 #กองทัพบกไทยฝึกร่วมกองทัพบกสหรัฐฯ https://t.co/Vj4mGK9zY3,1
2496,"RT @army2pr: ข้ามแดนนครพนมปลอดภัย หมอทหารใส่ใจเฝ้าระวังโคโรน่าไวรัส ณ ด่านพรมแดนสะพานมิตรภาพไทย-ลาว แห่งที่ 3 จ.นครพนม 
#กองทัพภาคที่2 http…",1
2497,"RT @army2pr: #ร่วมไว้อาลัย พลทหาร เมธา เลิศศิริ
เหยื่อคนร้ายกราดยิงที่นครราชสีมาเสียชีวิตขณะเข้าเวรคลังอาวุธ 

ญาติเตรียมนำกลับไปบำเพ็ญกุศล…",1
2498,RT @army2pr: ร่วมเชิดชูผู้กล้า “๓ กุมภาพันธ์ วันทหารผ่านศึก”ดอกป๊อปปี้ สัญลักษณ์ที่สื่อความหมายถึง“ทหารผ่านศึก”ที่ได้พลีเลือดเนื้อและชีวิต…,1
2499,RT @army2pr: มุมสูงยิ่งใหญ่อลังการ ทหารทัพภาค2 ถวายสัตย์ปฏิญาณ เนื่องในพระราชพิธีบรมราชาภิเษก พุทธศักราช 2562 และวันกองทัพไทย 18 มกราคม 256…,1
2500,"RT @army2pr: ‼ไม่รอช้า.....ทหารวางปืนเร่งดับไฟ🔥
ระหว่างฝึก ร้อย.ร.3022 ได้เผชิญเหตุไฟไหม้ป่า กำลังพลไม่รอช้าเร่งเขาดับไฟก่อนลุกลาม จนสามารถ…",1
2501,"RT @army2pr: “จิตอาสา 904 ”
กองพันทหารราบที่ 1 กรมทหารราบที่ 13 ได้จัดกำลังพล จำนวน 21 นาย ร่วมกิจกรรมทำความสะอาด(kick Off ) สายทางอุดรธานี…",1
2502,"RT @army2pr: มทบ.๒๑/ศบภ.มทบ.๒๑ จัดรถยนต์บรรทุกน้ำ ขนาด ๖,๐๐๐ ลิตร
พร้อมกำลังพล  ๓ นาย แจกจ่ายน้ำช่วยเหลือผู้ประสบภัยแล้ง ในพื้นที่ เทศบาลตำ…",1
2503,RT @army2pr: #กองทัพบกไทย https://t.co/jgubdnHSn4,1
2504,"RT @army2pr: ขอแสดงความเสียใจกับครอบครัวของผู้สูญเสียทุกท่าน

ขอเป็นกำลังใจให้กับเจ้าหน้าที่ทุกฝ่าย
และขอให้ผู้ที่ยังติดอยู่ในห้างปลอดภัยทุ…",1
2505,RT @army2pr: “มทบ.24 จัดกำลังพลร่วมบริจาคโลหิตในโครงการ PEA ใส่ใจทุกชีวิต บริจาคโลหิต 10 ล้านซีซี” https://t.co/aekPUBS4nX,1
2506,"RT @army2pr: ศูนย์บรรเทาสาธารณภัย มณฑลทหารบกที่ 21 จัดกำลังพลพร้อมรถบรรทุกน้ำดิบจากการประปาส่วนภูมิภาครวม 30,000 ลิตร ออกแจกจ่ายน้ำเติมลงถั…",1
2507,RT @army2pr: ขุดเจาะบ่อบาดาลช่วยเหลือพี่น้องประชาชน  #ทหารช่วยเหลือประชาชน #กองทัพภาคที่2 #ทหารมาช่วยแล้ว #ทหาร #ประชาชน #ร่วมด้วยช่วยกันต่…,1
2508,RT @army2pr: #ประสบภัย ให้คิดถึง กองทัพบก🇹🇭 https://t.co/9SkDoRkOag,1
2509,"RT @army2pr: “ทหารช่างขุดเจาะบ่อบาดาลช่วยภัยแล้ง ใน จ.บุรีรัมย์”
ชุดทหารช่างขุดเจาะบาดาล โดยกองพลพัฒนาที่ 2 ดำเนินการขุดเจาะบ่อบาดาล เพื่อแ…",1
2510,"RT @army2pr: #การฝึกเป็นหน่วยเบื้องสูง🇹🇭 (ภาคกองร้อย)
#ช.2พัน.201🇹🇭 ในปี63🛠️⚒️⚙️
ติดตาม คลิปเต็มได้ที่ https://t.co/7cqoqgt7Up
 
#กองทัพภาค…",1
2511,"RT @army2pr: สมาคมแม่บ้านทหารบกแจกหน้ากากอนามัยให้กำลังพลและครอบครัว
#กองทัพบก
#กองทัพภาคที่2 https://t.co/6dSEB5JVXx",1
2512,RT @army2pr: “มทบ.24 จัดกำลังพลร่วมบริจาคโลหิตในโครงการ PEA ใส่ใจทุกชีวิต บริจาคโลหิต 10 ล้านซีซี” https://t.co/aekPUBS4nX,1
2513,RT @army2pr: #กองทัพบกไทย https://t.co/jgubdnHSn4,1
2514,"RT @army2pr: ไม่ว่าเหตุการณ์ใด เราจะไม่ทิ้งใครไว้ข้างหลัง

#กองทัพบกเพื่อชาติศาสน์กษัตริย์และประชาชน
#RoyalThaiArmy
#กองทัพบก https://t.co/…",1
2515,"RT @army2pr: ไม่ว่าเหตุการณ์ใด เราจะไม่ทิ้งใครไว้ข้างหลัง

#กองทัพบกเพื่อชาติศาสน์กษัตริย์และประชาชน
#RoyalThaiArmy
#กองทัพบก https://t.co/…",1
2516,RT @army2pr: #ไวรัสโคโรนาสายพันธ์ุใหม่ #ไวรัสอู่ฮั่น #อู่ฮั่น #กองทัพภาคที่2 #กองทัพบก.. แนะ “4 ข้อต้องรู้ ป้องกันไวรัสโคโรนา https://t.co/…,1
2517,"RT @army2pr: ข้ามแดนนครพนมปลอดภัย หมอทหารใส่ใจเฝ้าระวังโคโรน่าไวรัส ณ ด่านพรมแดนสะพานมิตรภาพไทย-ลาว แห่งที่ 3 จ.นครพนม 
#กองทัพภาคที่2 http…",1
2518,"RT @army2pr: “แม่ทัพห่วงใยส่งผู้แทนเยี่ยมตำรวจบาดเจ็บจากเหตุปะทะ”
แม่ทัพภาคที่ 2 ห่วงใยได้มอบหมายให้ พันเอก วิทยา สระแกทอง รองเสนาธิการกอง…",1
2519,"RT @army2pr: ขอแสดงความเสียใจกับครอบครัวของผู้สูญเสียทุกท่าน

ขอเป็นกำลังใจให้กับเจ้าหน้าที่ทุกฝ่าย
และขอให้ผู้ที่ยังติดอยู่ในห้างปลอดภัยทุ…",1
2520,"RT @army2pr: เพราะทุกที่คือ ”บ้าน” และทุกท่าน คือ “ครอบครัว” ของเรา 🇹🇭
#กองทัพบก 🇹🇭 https://t.co/yUw8zNph45",1
2521,RT @army2pr: ทหารจัดชุดช่าง เข้าดำเนินการซ่อมแซมและปรับปรุงหลังคาบ้าน ให้กับครอบครัว สิบเอก เมธา เลิศศิริ วีรบุรุษผู้สละชีวิตในระหว่างปฏิบั…,1
2522,"RT @army2pr: ทหารกองทัพภาคที่ 2 บรรพชาหน้าไฟ 30 รูป อุทิศส่วนกุศลให้ผู้วายชนม์”
 #กองทัพภาคที่2 https://t.co/v6ecsuRDO1",1
2523,"RT @army2pr: ข้ามแดนนครพนมปลอดภัย หมอทหารใส่ใจเฝ้าระวังโคโรน่าไวรัส ณ ด่านพรมแดนสะพานมิตรภาพไทย-ลาว แห่งที่ 3 จ.นครพนม 
#กองทัพภาคที่2 http…",1
2524,"RT @army2pr: “จิตอาสา 904 ”
กองพันทหารราบที่ 1 กรมทหารราบที่ 13 ได้จัดกำลังพล จำนวน 21 นาย ร่วมกิจกรรมทำความสะอาด(kick Off ) สายทางอุดรธานี…",1
2525,"RT @army2pr: 💚ให้เขตทหารเป็นแหล่งเรียนรู้นอกห้องเรียน💚

ภาพบรรยากาศ คณะครูและนักเรียน รร.หนองปรือ อ.พิมาย จ.นครราชสีมา จำนวน 120 คน ทัศนศึก…",1
2526,RT @army2pr: 🇹🇭🤝🇺🇸#เริ่มแล้วหนุมานการ์เดียน2020 #กองทัพบกไทยฝึกร่วมกองทัพบกสหรัฐฯ https://t.co/Vj4mGK9zY3,1
2527,"RT @army2pr: ทบ.เข้มมาตรการคัดกรอง หลัง สธ.ประกาศ COVID-19 เป็นโรคติดต่ออันตราย ขณะที่ 
กรมแพทย์ทหารบก แนะทหารงด/เลี่ยงเดินทางไปประเทศเสี่ย…",1
2528,"RT @army2pr: “จิตอาสา 904 ”
กองพันทหารราบที่ 1 กรมทหารราบที่ 13 ได้จัดกำลังพล จำนวน 21 นาย ร่วมกิจกรรมทำความสะอาด(kick Off ) สายทางอุดรธานี…",1
2529,"RT @army2pr: กองทัพบกเป็นที่พึ่งของประชาชนในทุกโอกาส
#กองทัพบก https://t.co/pzdWIHg0Te",1
2530,"RT @army2pr: #ขุดเจาะน้ำบาดาลช่วยเหลือประชาชน
โดยกองพลพัฒนาที่ 2 ได้เข้าขุดเจาะน้ำบาดาล เป็นแห่งที่ 2 ในจังหวัดขอนแก่น อำเภอน้ำพอง ณ บ้านหน…",1
2531,"RT @army2pr: #ขุดเจาะน้ำบาดาลช่วยเหลือประชาชน
โดยกองพลพัฒนาที่ 2 ได้เข้าขุดเจาะน้ำบาดาล เป็นแห่งที่ 2 ในจังหวัดขอนแก่น อำเภอน้ำพอง ณ บ้านหน…",1
2532,"RT @army2pr: #กองทัพบก 
#กองทัพภาคที่2 https://t.co/id6YiDj4Yj",1
2533,RT @army2pr: “มทบ.24 จัดกำลังพลร่วมบริจาคโลหิตในโครงการ PEA ใส่ใจทุกชีวิต บริจาคโลหิต 10 ล้านซีซี” https://t.co/aekPUBS4nX,1
2534,RT @army2pr: การเสียสละ และมีจิตสำนึกเพื่อส่วนรวม “ไม่เคยทำให้ใครลำบากใจ” จากเหตุการณ์ปล้นร้านทองที่ลพบุรี เมื่อวันที่ 9 ม.ค. 63 และได้มีกำ…,1
2535,"RT @army2pr: #ทหารเป็นที่พึ่งของประชาชนในทุกโอกาส
#กองทัพบกโดย มณฑลทหารบกที่ 28 
แท็กทีมแบกมอเตอร์ไซต์ดับไฟป่า https://t.co/5PaXN8o1eE",1
2536,"RT @2929Yekg7q6EAvH: ☎️ เปิดแล้ว..
”สายตรง ผบ.ทบ” 02-018-7330 มุ่งแก้ปัญหาความเดือดร้อน สะท้อนความห่วงใยกำลังพล
#กองทัพบกเพื่อชาติศาสน์กษัต…",1
2537,RT @army2pr: https://t.co/JM4SotYTm0,1
2538,RT @army2pr: กองทัพภาคที่2 ขอเชิญท่านที่สนใจในการถ่ายภาพมาแบ่งปันเรื่องราวดีๆ ในการแสดงความรักผ่านภาพถ่าย ”แบบคู่รัก” พร้อมคำบรรยายใต้ภาพ…,1
2539,"RT @army2pr: #ทหารเป็นที่พึ่งของประชาชนในทุกโอกาศ 
#กองทัพภาคที่2 https://t.co/EsBCS3Bdb6",1
2540,"RT @army2pr: ‼ไม่รอช้า.....ทหารวางปืนเร่งดับไฟ🔥
ระหว่างฝึก ร้อย.ร.3022 ได้เผชิญเหตุไฟไหม้ป่า กำลังพลไม่รอช้าเร่งเขาดับไฟก่อนลุกลาม จนสามารถ…",1
2541,"RT @army2pr: ""จะมองผ่านเลนส์..หรือ..มองผ่านตา..ก็ไม่มีค่าถ้าไม่มองด้วยใจ"" 💚

 กรมทหารราบที่ 8 ฝึกการเข้าตีในเวลากลางคืน และการยิงปืนในการ…",1
2542,RT @army2pr: กองทัพบก“เดินหน้า..หยุดยาเสพติดไว้ที่ชายแดน”พร้อมกำชับให้ทุกกองทัพภาคดำเนินมาตรการสกัดกั้นตามนโยบายดังกล่าวในทุกพื้นที่ด้วยควา…,1
2543,"RT @army2pr: ""ประกาศชมเชยผู้ที่ช่วยเหลือเจ้าหน้าที่ตำรวจจากเหตุกราดยิงโคราช""
พ.อ.พิทักษ์พล ชูศรี ผบ.ฉก.ทพ.22 มอบใบประกาศเกียรติคุณ ให้กับ อ…",1
2544,"RT @army2pr: ข้ามแดนนครพนมปลอดภัย หมอทหารใส่ใจเฝ้าระวังโคโรน่าไวรัส ณ ด่านพรมแดนสะพานมิตรภาพไทย-ลาว แห่งที่ 3 จ.นครพนม 
#กองทัพภาคที่2 http…",1
2545,"RT @army2pr: #ขุดเจาะน้ำบาดาลช่วยเหลือประชาชน
โดยกองพลพัฒนาที่ 2 ได้เข้าขุดเจาะน้ำบาดาล เป็นแห่งที่ 2 ในจังหวัดขอนแก่น อำเภอน้ำพอง ณ บ้านหน…",1
2546,RT @army2pr: 🇹🇭🤝🇺🇸#เริ่มแล้วหนุมานการ์เดียน2020 #กองทัพบกไทยฝึกร่วมกองทัพบกสหรัฐฯ https://t.co/Vj4mGK9zY3,1
2547,RT @army2pr: #ประสบภัย ให้คิดถึง กองทัพบก🇹🇭 https://t.co/9SkDoRkOag,1
2548,"RT @army2pr: ‼ไม่รอช้า.....ทหารวางปืนเร่งดับไฟ🔥
ระหว่างฝึก ร้อย.ร.3022 ได้เผชิญเหตุไฟไหม้ป่า กำลังพลไม่รอช้าเร่งเขาดับไฟก่อนลุกลาม จนสามารถ…",1
2549,"RT @army2pr: “แม่ทัพห่วงใยส่งผู้แทนเยี่ยมตำรวจบาดเจ็บจากเหตุปะทะ”
แม่ทัพภาคที่ 2 ห่วงใยได้มอบหมายให้ พันเอก วิทยา สระแกทอง รองเสนาธิการกอง…",1
2550,"RT @army2pr: ทหารกองทัพภาคที่ 2 บรรพชาหน้าไฟ 30 รูป อุทิศส่วนกุศลให้ผู้วายชนม์”
 #กองทัพภาคที่2 https://t.co/v6ecsuRDO1",1
2551,"RT @army2pr: #ทหารเป็นที่พึ่งของประชาชนในทุกโอกาส
#กองทัพบกโดย มณฑลทหารบกที่ 28 
แท็กทีมแบกมอเตอร์ไซต์ดับไฟป่า https://t.co/5PaXN8o1eE",1
2552,RT @army2pr: “มทบ.24 จัดกำลังพลร่วมบริจาคโลหิตในโครงการ PEA ใส่ใจทุกชีวิต บริจาคโลหิต 10 ล้านซีซี” https://t.co/aekPUBS4nX,1
2553,"RT @army2pr: ศูนย์บรรเทาสาธารณภัย มณฑลทหารบกที่ 21 จัดกำลังพลพร้อมรถบรรทุกน้ำดิบจากการประปาส่วนภูมิภาครวม 30,000 ลิตร ออกแจกจ่ายน้ำเติมลงถั…",1
2554,"RT @army2pr: ""ประกาศชมเชยผู้ที่ช่วยเหลือเจ้าหน้าที่ตำรวจจากเหตุกราดยิงโคราช""
พ.อ.พิทักษ์พล ชูศรี ผบ.ฉก.ทพ.22 มอบใบประกาศเกียรติคุณ ให้กับ อ…",1
2555,"RT @army2pr: ""จะมองผ่านเลนส์..หรือ..มองผ่านตา..ก็ไม่มีค่าถ้าไม่มองด้วยใจ"" 💚

 กรมทหารราบที่ 8 ฝึกการเข้าตีในเวลากลางคืน และการยิงปืนในการ…",1
2556,RT @army2pr: 🇹🇭🤝🇺🇸#เริ่มแล้วหนุมานการ์เดียน2020 #กองทัพบกไทยฝึกร่วมกองทัพบกสหรัฐฯ https://t.co/Vj4mGK9zY3,1
2557,RT @army2pr: ขุดเจาะบ่อบาดาลช่วยเหลือพี่น้องประชาชน  #ทหารช่วยเหลือประชาชน #กองทัพภาคที่2 #ทหารมาช่วยแล้ว #ทหาร #ประชาชน #ร่วมด้วยช่วยกันต่…,1
2558,"RT @army2pr: #ร่วมไว้อาลัย พลทหาร เมธา เลิศศิริ
เหยื่อคนร้ายกราดยิงที่นครราชสีมาเสียชีวิตขณะเข้าเวรคลังอาวุธ 

ญาติเตรียมนำกลับไปบำเพ็ญกุศล…",1
2559,RT @army2pr: #กองทัพบก #กองทัพภาคที่2 https://t.co/uFC4qj78Ok,1
2560,"RT @army2pr: ""จะมองผ่านเลนส์..หรือ..มองผ่านตา..ก็ไม่มีค่าถ้าไม่มองด้วยใจ"" 💚

 กรมทหารราบที่ 8 ฝึกการเข้าตีในเวลากลางคืน และการยิงปืนในการ…",1
2561,RT @army2pr: #ประสบภัย ให้คิดถึง กองทัพบก🇹🇭 https://t.co/9SkDoRkOag,1
2562,"RT @army2pr: ""เครื่องทุ่นแรง""🚜
ทหาร🇹🇭 มทบ.28 จ.เลย พากันลุยทำแนวกันไฟ หลังจากที่ได้รถไถที่ยกขึ้นด้วย ฮ.เมื่อวาน 
.หลังประกอบเสร็จแล้วก็ได้ใ…",1
2563,"RT @army2pr: #ทหารเป็นที่พึ่งของประชาชนในทุกโอกาศ 
#กองทัพภาคที่2 https://t.co/EsBCS3Bdb6",1
2564,"RT @army2pr: #กรมทหารราบที่ 23 เข้า เยี่ยมผู้ที่ได้บาดเจ็บจากเหตุกราดยิง ฯ รพ.มหาราชนครราชสีมา อ.เมือง จว.น.ม.
#กองทัพภาคที่2 https://t.co/…",1
2565,"RT @army2pr: มทบ.๒๑/ศบภ.มทบ.๒๑ จัดรถยนต์บรรทุกน้ำ ขนาด ๖,๐๐๐ ลิตร
พร้อมกำลังพล  ๓ นาย แจกจ่ายน้ำช่วยเหลือผู้ประสบภัยแล้ง ในพื้นที่ เทศบาลตำ…",1
2566,"RT @army2pr: ""บริจาคเลือด”

กองพันทหารราบที่ 1 กรมทหารราบที่ 13 ได้จัดกำลังพล จำนวน 12 นาย ร่วมบริจาคโลหิตกับการไฟฟ้าส่วนภูมิภาค(PEA) ณ สำ…",1
2567,"RT @army2pr: เปิดแล้ว..
”สายตรง ผบ.ทบ”  02-018-7330 มุ่งแก้ปัญหาความเดือดร้อน สะท้อนความห่วงใยกำลังพล 
#กองทัพบก https://t.co/REXTChKueD",1
2568,"RT @army2pr: ไม่ว่าเหตุการณ์ใด เราจะไม่ทิ้งใครไว้ข้างหลัง

#กองทัพบกเพื่อชาติศาสน์กษัตริย์และประชาชน
#RoyalThaiArmy
#กองทัพบก https://t.co/…",1
2569,RT @army2pr: 🇹🇭🤝🇺🇸#เริ่มแล้วหนุมานการ์เดียน2020 #กองทัพบกไทยฝึกร่วมกองทัพบกสหรัฐฯ https://t.co/Vj4mGK9zY3,1
2570,"RT @army2pr: ข้ามแดนนครพนมปลอดภัย หมอทหารใส่ใจเฝ้าระวังโคโรน่าไวรัส ณ ด่านพรมแดนสะพานมิตรภาพไทย-ลาว แห่งที่ 3 จ.นครพนม 
#กองทัพภาคที่2 http…",1
2571,"RT @army2pr: #ขุดเจาะน้ำบาดาลช่วยเหลือประชาชน
โดยกองพลพัฒนาที่ 2 ได้เข้าขุดเจาะน้ำบาดาล เป็นแห่งที่ 2 ในจังหวัดขอนแก่น อำเภอน้ำพอง ณ บ้านหน…",1
2572,RT @army2pr: “มทบ.24 จัดกำลังพลร่วมบริจาคโลหิตในโครงการ PEA ใส่ใจทุกชีวิต บริจาคโลหิต 10 ล้านซีซี” https://t.co/aekPUBS4nX,1
2573,"RT @army2pr: ""จะมองผ่านเลนส์..หรือ..มองผ่านตา..ก็ไม่มีค่าถ้าไม่มองด้วยใจ"" 💚

 กรมทหารราบที่ 8 ฝึกการเข้าตีในเวลากลางคืน และการยิงปืนในการ…",1
2574,RT @2929Yekg7q6EAvH: เมื่อวันเสาร์ที่ 11 มกราคม 2563 เวลา 0730 พันเอกกฤตติภูมิ หอมหวล ผู้บังคับการกรมทหารม้าที่ 6 ในสมเด็จพระศรีพัชรินทราบร…,1
2575,"RT @army2pr: วิธีป้องกันตนเองจากเชื้อไวรัสโคโรนา (2019nCoV)
#กองทัพบก #กองทัพภาคที่2 #ประชาชน
#ทหารเป็นที่พึ่งของประชาชนในทุกโอกาส https://…",1
2576,"RT @army2pr: ""บริจาคเลือด”

กองพันทหารราบที่ 1 กรมทหารราบที่ 13 ได้จัดกำลังพล จำนวน 12 นาย ร่วมบริจาคโลหิตกับการไฟฟ้าส่วนภูมิภาค(PEA) ณ สำ…",1
